,Name,Axis,Boundary,Threshold,Unfilled,Filled,Percent_Filled,Nonalt
2166,p-so-7,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3616.0,5.0,0.13808340237503453,1.0
2262,p-so-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3382.0,239.0,6.60038663352665,1.0
2358,p-so-9,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,1.0
2454,pcpo-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
2550,pcpo-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
2646,pcpo-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
2742,pnpo-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3537.0,84.0,2.31980115990058,1.0
2838,pnpo-10,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3195.0,426.0,11.764705882352942,1.0
2934,pnpo-11,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3186.0,435.0,12.013256006628003,1.0
3030,pnpo-12,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3171.0,450.0,12.427506213753107,1.0
3126,pnpo-13,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3162.0,459.0,12.67605633802817,1.0
3222,pnpo-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3289.0,332.0,9.168737917702293,1.0
3318,pnpo-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3603.0,18.0,0.4971002485501243,1.0
3414,pnpo-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3599.0,22.0,0.6075669704501518,1.0
3510,pnpo-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3534.0,87.0,2.4026512013256007,1.0
3606,pnpo-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,1.0
3702,pnpo-7,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,1.0
3798,pnpo-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3536.0,85.0,2.347417840375587,1.0
3894,pnpo-9,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3188.0,433.0,11.958022645677989,1.0
55,n-n-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
151,n-n-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
247,n-n-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
343,n-n-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
439,n-n-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
535,p-p-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
631,p-p-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
727,p-p-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3478.0,143.0,3.9491853079259873,0.0
823,p-p-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
919,p-so-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3585.0,36.0,0.9942004971002486,1.0
1015,p-so-10,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3535.0,86.0,2.3750345208505936,1.0
1111,p-so-11,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3366.0,255.0,7.042253521126761,1.0
1207,p-so-12,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3336.0,285.0,7.8707539353769675,1.0
1303,p-so-13,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,1.0
1399,p-so-14,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,1.0
1495,p-so-15,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,1.0
1591,p-so-16,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3511.0,110.0,3.0378348522507594,1.0
1687,p-so-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,1.0
1783,p-so-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3570.0,51.0,1.408450704225352,1.0
1879,p-so-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3596.0,25.0,0.6904170118751726,1.0
1975,p-so-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,1.0
2071,p-so-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3582.0,39.0,1.0770505385252693,1.0
2167,p-so-7,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,1.0
2263,p-so-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3452.0,169.0,4.667219000276167,1.0
2359,p-so-9,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,1.0
2455,pcpo-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
2551,pcpo-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
2647,pcpo-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
2743,pnpo-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3573.0,48.0,1.3256006628003314,1.0
2839,pnpo-10,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3257.0,364.0,10.052471692902513,1.0
2935,pnpo-11,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3250.0,371.0,10.245788456227562,1.0
3031,pnpo-12,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3233.0,388.0,10.71527202430268,1.0
3127,pnpo-13,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3226.0,395.0,10.908588787627727,1.0
3223,pnpo-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3342.0,279.0,7.705053852526926,1.0
3319,pnpo-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3620.0,1.0,0.027616680475006903,1.0
3415,pnpo-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3620.0,1.0,0.027616680475006903,1.0
3511,pnpo-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3566.0,55.0,1.5189174261253797,1.0
3607,pnpo-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,1.0
3703,pnpo-7,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,1.0
3799,pnpo-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3573.0,48.0,1.3256006628003314,1.0
3895,pnpo-9,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3253.0,368.0,10.162938414802541,1.0
56,n-n-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1405.0,796.0,36.165379373012264,0.0
152,n-n-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1408.0,793.0,36.0290776919582,0.0
248,n-n-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1413.0,788.0,35.80190822353476,0.0
344,n-n-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1278.0,923.0,41.935483870967744,0.0
440,n-n-5,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1655.0,546.0,24.806905951840072,0.0
536,p-p-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1278.0,923.0,41.935483870967744,0.0
632,p-p-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1172.0,1029.0,46.75147660154475,0.0
728,p-p-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1117.0,1084.0,49.25034075420263,0.0
824,p-p-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1205.0,996.0,45.252158109950024,0.0
920,p-so-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1481.0,720.0,32.71240345297592,1.0
1016,p-so-10,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1551.0,650.0,29.532030895047704,1.0
1112,p-so-11,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1601.0,600.0,27.260336210813268,1.0
1208,p-so-12,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1567.0,634.0,28.805088596092684,1.0
1304,p-so-13,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1551.0,650.0,29.532030895047704,1.0
1400,p-so-14,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1507.0,694.0,31.531122217174012,1.0
1496,p-so-15,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1504.0,697.0,31.66742389822808,1.0
1592,p-so-16,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1578.0,623.0,28.305315765561108,1.0
1688,p-so-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1709.0,492.0,22.35347569286688,1.0
1784,p-so-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1490.0,711.0,32.30349840981372,1.0
1880,p-so-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1492.0,709.0,32.212630622444344,1.0
1976,p-so-5,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1624.0,577.0,26.215356656065424,1.0
2072,p-so-6,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1588.0,613.0,27.85097682871422,1.0
2168,p-so-7,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1511.0,690.0,31.349386642435256,1.0
2264,p-so-8,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1474.0,727.0,33.030440708768744,1.0
2360,p-so-9,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1574.0,627.0,28.487051340299864,1.0
2456,pcpo-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1940.0,261.0,11.858246251703772,0.0
2552,pcpo-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1595.0,606.0,27.5329395729214,0.0
2648,pcpo-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1532.0,669.0,30.395274875056792,0.0
2744,pnpo-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1925.0,276.0,12.539754656974102,1.0
2840,pnpo-10,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1547.0,654.0,29.71376646978646,1.0
2936,pnpo-11,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1548.0,653.0,29.668332576101772,1.0
3032,pnpo-12,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1547.0,654.0,29.71376646978646,1.0
3128,pnpo-13,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1547.0,654.0,29.71376646978646,1.0
3224,pnpo-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1662.0,539.0,24.488868696047252,1.0
3320,pnpo-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,2054.0,147.0,6.67878237164925,1.0
3416,pnpo-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,2002.0,199.0,9.041344843253066,1.0
3512,pnpo-5,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1916.0,285.0,12.948659700136302,1.0
3608,pnpo-6,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1917.0,284.0,12.903225806451612,1.0
3704,pnpo-7,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1920.0,281.0,12.766924125397546,1.0
3800,pnpo-8,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1903.0,298.0,13.539300318037256,1.0
3896,pnpo-9,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1549.0,652.0,29.622898682417084,1.0
57,n-n-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1538.0,663.0,30.12267151294866,0.0
153,n-n-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1540.0,661.0,30.031803725579284,0.0
249,n-n-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1552.0,649.0,29.486597001363016,0.0
345,n-n-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1458.0,743.0,33.75738300772376,0.0
441,n-n-5,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1837.0,364.0,16.537937301226716,0.0
537,p-p-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1483.0,718.0,32.621535665606544,0.0
633,p-p-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1302.0,899.0,40.84507042253521,0.0
729,p-p-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1150.0,1051.0,47.751022262607904,0.0
825,p-p-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1172.0,1029.0,46.75147660154475,0.0
921,p-so-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1664.0,537.0,24.398000908677872,1.0
1017,p-so-10,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1723.0,478.0,21.717401181281236,1.0
1113,p-so-11,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1742.0,459.0,20.854157201272148,1.0
1209,p-so-12,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1697.0,504.0,22.898682417083144,1.0
1305,p-so-13,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1759.0,442.0,20.08178100863244,1.0
1401,p-so-14,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1654.0,547.0,24.85233984552476,1.0
1497,p-so-15,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1652.0,549.0,24.94320763289414,1.0
1593,p-so-16,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1677.0,524.0,23.80736029077692,1.0
1689,p-so-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1890.0,311.0,14.12994093593821,1.0
1785,p-so-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1649.0,552.0,25.079509313948204,1.0
1881,p-so-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1654.0,547.0,24.85233984552476,1.0
1977,p-so-5,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1762.0,439.0,19.945479327578372,1.0
2073,p-so-6,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1692.0,509.0,23.125851885506588,1.0
2169,p-so-7,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1650.0,551.0,25.034075420263516,1.0
2265,p-so-8,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1579.0,622.0,28.25988187187642,1.0
2361,p-so-9,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1795.0,406.0,18.446160835983644,1.0
2457,pcpo-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2069.0,132.0,5.997273966378919,0.0
2553,pcpo-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1711.0,490.0,22.2626079054975,0.0
2649,pcpo-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1619.0,582.0,26.442526124488868,0.0
2745,pnpo-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2021.0,180.0,8.17810086324398,1.0
2841,pnpo-10,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1637.0,564.0,25.624716038164472,1.0
2937,pnpo-11,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1636.0,565.0,25.67014993184916,1.0
3033,pnpo-12,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1633.0,568.0,25.806451612903224,1.0
3129,pnpo-13,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1635.0,566.0,25.715583825533848,1.0
3225,pnpo-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1816.0,385.0,17.49204906860518,1.0
3321,pnpo-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2116.0,85.0,3.861880963198546,1.0
3417,pnpo-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2112.0,89.0,4.043616537937301,1.0
3513,pnpo-5,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2012.0,189.0,8.58700590640618,1.0
3609,pnpo-6,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1975.0,226.0,10.268059972739664,1.0
3705,pnpo-7,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1972.0,229.0,10.40436165379373,1.0
3801,pnpo-8,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2010.0,191.0,8.677873693775556,1.0
3897,pnpo-9,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1636.0,565.0,25.67014993184916,1.0
58,n-n-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1746.0,455.0,20.672421626533392,0.0
154,n-n-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1766.0,435.0,19.76374375283962,0.0
250,n-n-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1759.0,442.0,20.08178100863244,0.0
346,n-n-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1798.0,403.0,18.309859154929576,0.0
442,n-n-5,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2093.0,108.0,4.906860517946388,0.0
538,p-p-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1929.0,272.0,12.358019082235348,0.0
634,p-p-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1491.0,710.0,32.25806451612903,0.0
730,p-p-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1294.0,907.0,41.20854157201272,0.0
826,p-p-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1543.0,658.0,29.895502044525216,0.0
922,p-so-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1818.0,383.0,17.4011812812358,1.0
1018,p-so-10,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1844.0,357.0,16.219900045433892,1.0
1114,p-so-11,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1824.0,377.0,17.128577919127668,1.0
1210,p-so-12,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1776.0,425.0,19.309404815992732,1.0
1306,p-so-13,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2047.0,154.0,6.996819627442072,1.0
1402,p-so-14,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1847.0,354.0,16.083598364379828,1.0
1498,p-so-15,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1870.0,331.0,15.038618809631986,1.0
1594,p-so-16,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1805.0,396.0,17.991821899136756,1.0
1690,p-so-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1994.0,207.0,9.404815992730578,1.0
1786,p-so-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1881.0,320.0,14.538845979100408,1.0
1882,p-so-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1888.0,313.0,14.220808723307588,1.0
1978,p-so-5,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1891.0,310.0,14.084507042253522,1.0
2074,p-so-6,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1796.0,405.0,18.400726942298956,1.0
2170,p-so-7,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1873.0,328.0,14.90231712857792,1.0
2266,p-so-8,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1684.0,517.0,23.4893230349841,1.0
2362,p-so-9,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1954.0,247.0,11.222171740118128,1.0
2458,pcpo-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2132.0,69.0,3.1349386642435255,0.0
2554,pcpo-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1792.0,409.0,18.582462517037712,0.0
2650,pcpo-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1735.0,466.0,21.172194457064972,0.0
2746,pnpo-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2060.0,141.0,6.406179009541118,1.0
2842,pnpo-10,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1696.0,505.0,22.944116310767832,1.0
2938,pnpo-11,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1697.0,504.0,22.898682417083144,1.0
3034,pnpo-12,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1688.0,513.0,23.307587460245344,1.0
3130,pnpo-13,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1697.0,504.0,22.898682417083144,1.0
3226,pnpo-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1980.0,221.0,10.04089050431622,1.0
3322,pnpo-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2149.0,52.0,2.3625624716038165,1.0
3418,pnpo-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2151.0,50.0,2.271694684234439,1.0
3514,pnpo-5,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2054.0,147.0,6.67878237164925,1.0
3610,pnpo-6,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2020.0,181.0,8.223534756928668,1.0
3706,pnpo-7,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2021.0,180.0,8.17810086324398,1.0
3802,pnpo-8,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2060.0,141.0,6.406179009541118,1.0
3898,pnpo-9,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1690.0,511.0,23.216719672875964,1.0
59,n-n-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1922.0,279.0,12.67605633802817,0.0
155,n-n-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1999.0,202.0,9.177646524307134,0.0
251,n-n-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1985.0,216.0,9.813721035892776,0.0
347,n-n-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2035.0,166.0,7.542026351658337,0.0
443,n-n-5,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2201.0,0.0,0.0,0.0
539,p-p-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2025.0,176.0,7.996365288505225,0.0
635,p-p-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1653.0,548.0,24.897773739209452,0.0
731,p-p-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1437.0,764.0,34.711494775102224,0.0
827,p-p-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2031.0,170.0,7.723761926397092,0.0
923,p-so-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1897.0,304.0,13.811903680145388,1.0
1019,p-so-10,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1950.0,251.0,11.403907314856884,1.0
1115,p-so-11,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1909.0,292.0,13.266696955929124,1.0
1211,p-so-12,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1863.0,338.0,15.356656065424806,1.0
1307,p-so-13,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2113.0,88.0,3.9981826442526125,1.0
1403,p-so-14,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2012.0,189.0,8.58700590640618,1.0
1499,p-so-15,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2004.0,197.0,8.95047705588369,1.0
1595,p-so-16,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1902.0,299.0,13.584734211721944,1.0
1691,p-so-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2068.0,133.0,6.042707860063607,1.0
1787,p-so-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1982.0,219.0,9.950022716946842,1.0
1883,p-so-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1989.0,212.0,9.63198546115402,1.0
1979,p-so-5,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1974.0,227.0,10.313493866424352,1.0
2075,p-so-6,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1881.0,320.0,14.538845979100408,1.0
2171,p-so-7,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1958.0,243.0,11.040436165379374,1.0
2267,p-so-8,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1751.0,450.0,20.445252158109952,1.0
2363,p-so-9,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2068.0,133.0,6.042707860063607,1.0
2459,pcpo-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2161.0,40.0,1.817355747387551,0.0
2555,pcpo-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1859.0,342.0,15.538391640163562,0.0
2651,pcpo-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1848.0,353.0,16.03816447069514,0.0
2747,pnpo-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2084.0,117.0,5.315765561108587,1.0
2843,pnpo-10,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1768.0,433.0,19.67287596547024,1.0
2939,pnpo-11,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1768.0,433.0,19.67287596547024,1.0
3035,pnpo-12,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1754.0,447.0,20.308950477055884,1.0
3131,pnpo-13,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1767.0,434.0,19.718309859154928,1.0
3227,pnpo-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1995.0,206.0,9.359382099045888,1.0
3323,pnpo-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2172.0,29.0,1.3175829168559745,1.0
3419,pnpo-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2176.0,25.0,1.1358473421172195,1.0
3515,pnpo-5,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2080.0,121.0,5.497501135847342,1.0
3611,pnpo-6,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2062.0,139.0,6.31531122217174,1.0
3707,pnpo-7,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2064.0,137.0,6.224443434802363,1.0
3803,pnpo-8,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2084.0,117.0,5.315765561108587,1.0
3899,pnpo-9,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1760.0,441.0,20.036347114947752,1.0
60,n-n-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2057.0,144.0,6.542480690595184,0.0
