,Name,Axis,Boundary,Threshold,Unfilled,Filled,Percent_Filled,Nonalt,Coefficient,Weighted_percent_filled
1939,p-so-5,X-coord,-3.0-3.0,0.75,3562.0,698.0,16.384976525821596,1.0,0.10856232989780552,1.7787912269640436
2035,p-so-6,X-coord,-3.0-3.0,0.75,3631.0,629.0,14.765258215962442,1.0,0.10856232989780552,1.6029508334675981
2131,p-so-7,X-coord,-3.0-3.0,0.75,3840.0,420.0,9.859154929577464,1.0,0.10856232989780552,1.0703328299783643
2227,p-so-8,X-coord,-3.0-3.0,0.75,3418.0,842.0,19.76525821596244,1.0,0.10856232989780552,2.1457624829566253
2323,p-so-9,X-coord,-3.0-3.0,0.75,4138.0,122.0,2.863849765258216,1.0,0.10856232989780552,0.31090620299371535
2419,pcpo-1,X-coord,-3.0-3.0,0.75,4177.0,83.0,1.948356807511737,0.0,0.10856232989780552,0.21151815449572436
2515,pcpo-2,X-coord,-3.0-3.0,0.75,3931.0,329.0,7.723004694835681,0.0,0.10856232989780552,0.8384273834830521
2611,pcpo-3,X-coord,-3.0-3.0,0.75,3975.0,285.0,6.690140845070423,0.0,0.10856232989780552,0.7262972774853187
2707,pnpo-1,X-coord,-3.0-3.0,0.75,3803.0,457.0,10.727699530516432,1.0,0.10856232989780552,1.1646240554764584
2803,pnpo-10,X-coord,-3.0-3.0,0.75,3547.0,713.0,16.737089201877936,1.0,0.10856232989780552,1.817017399463271
2899,pnpo-11,X-coord,-3.0-3.0,0.75,3524.0,736.0,17.27699530516432,1.0,0.10856232989780552,1.875630863962086
2995,pnpo-12,X-coord,-3.0-3.0,0.75,3490.0,770.0,18.07511737089202,1.0,0.10856232989780552,1.9622768549603347
3091,pnpo-13,X-coord,-3.0-3.0,0.75,3493.0,767.0,18.004694835680752,1.0,0.10856232989780552,1.9546316204604892
3187,pnpo-2,X-coord,-3.0-3.0,0.75,3382.0,878.0,20.610328638497652,1.0,0.10856232989780552,2.237505296954771
3283,pnpo-3,X-coord,-3.0-3.0,0.75,3881.0,379.0,8.896713615023474,1.0,0.10856232989780552,0.9658479584804763
3379,pnpo-4,X-coord,-3.0-3.0,0.75,3862.0,398.0,9.342723004694836,1.0,0.10856232989780552,1.0142677769794977
3475,pnpo-5,X-coord,-3.0-3.0,0.75,3809.0,451.0,10.586854460093896,1.0,0.10856232989780552,1.1493335864767673
3571,pnpo-6,X-coord,-3.0-3.0,0.75,4116.0,144.0,3.380281690140845,1.0,0.10856232989780552,0.36697125599258207
3667,pnpo-7,X-coord,-3.0-3.0,0.75,4127.0,133.0,3.1220657276995305,1.0,0.10856232989780552,0.3389387294931487
3763,pnpo-8,X-coord,-3.0-3.0,0.75,3816.0,444.0,10.422535211267606,1.0,0.10856232989780552,1.131494705977128
3859,pnpo-9,X-coord,-3.0-3.0,0.75,3505.0,755.0,17.72300469483568,1.0,0.10856232989780552,1.9240506824611072
20,n-n-1,X-coord,-3.0-3.0,1.0,4094.0,166.0,3.896713615023474,0.0,0.1626056579391367,0.6336276811712839
116,n-n-2,X-coord,-3.0-3.0,1.0,4249.0,11.0,0.25821596244131456,0.0,0.1626056579391367,0.041987376463157366
212,n-n-3,X-coord,-3.0-3.0,1.0,4246.0,14.0,0.3286384976525822,0.0,0.1626056579391367,0.05343847913492756
308,n-n-4,X-coord,-3.0-3.0,1.0,4157.0,103.0,2.4178403755868545,0.0,0.1626056579391367,0.39315452506410986
404,n-n-5,X-coord,-3.0-3.0,1.0,4260.0,0.0,0.0,0.0,0.1626056579391367,0.0
500,p-p-1,X-coord,-3.0-3.0,1.0,4242.0,18.0,0.4225352112676056,0.0,0.1626056579391367,0.06870661603062114
596,p-p-2,X-coord,-3.0-3.0,1.0,4019.0,241.0,5.657276995305164,0.0,0.1626056579391367,0.9199052479655385
692,p-p-3,X-coord,-3.0-3.0,1.0,3390.0,870.0,20.422535211267604,0.0,0.1626056579391367,3.320819774813355
788,p-p-4,X-coord,-3.0-3.0,1.0,4260.0,0.0,0.0,0.0,0.1626056579391367,0.0
884,p-so-1,X-coord,-3.0-3.0,1.0,3852.0,408.0,9.577464788732394,1.0,0.1626056579391367,1.5573499633607457
980,p-so-10,X-coord,-3.0-3.0,1.0,3801.0,459.0,10.774647887323944,1.0,0.1626056579391367,1.7520187087808392
1076,p-so-11,X-coord,-3.0-3.0,1.0,3496.0,764.0,17.934272300469484,1.0,0.1626056579391367,2.916214147077475
1172,p-so-12,X-coord,-3.0-3.0,1.0,3407.0,853.0,20.023474178403756,1.0,0.1626056579391367,3.2559301930066575
1268,p-so-13,X-coord,-3.0-3.0,1.0,4260.0,0.0,0.0,1.0,0.1626056579391367,0.0
1364,p-so-14,X-coord,-3.0-3.0,1.0,4234.0,26.0,0.6103286384976526,1.0,0.1626056579391367,0.09924288982200832
1460,p-so-15,X-coord,-3.0-3.0,1.0,4203.0,57.0,1.3380281690140845,1.0,0.1626056579391367,0.2175709507636336
1556,p-so-16,X-coord,-3.0-3.0,1.0,3963.0,297.0,6.971830985915493,1.0,0.1626056579391367,1.1336591645052487
1652,p-so-2,X-coord,-3.0-3.0,1.0,4253.0,7.0,0.1643192488262911,1.0,0.1626056579391367,0.02671923956746378
1748,p-so-3,X-coord,-3.0-3.0,1.0,3770.0,490.0,11.502347417840376,1.0,0.1626056579391367,1.8703467697224645
1844,p-so-4,X-coord,-3.0-3.0,1.0,3765.0,495.0,11.619718309859154,1.0,0.1626056579391367,1.8894319408420812
1940,p-so-5,X-coord,-3.0-3.0,1.0,3874.0,386.0,9.061032863849766,1.0,0.1626056579391367,1.4733752104344313
2036,p-so-6,X-coord,-3.0-3.0,1.0,3810.0,450.0,10.56338028169014,1.0,0.1626056579391367,1.7176654007655283
2132,p-so-7,X-coord,-3.0-3.0,1.0,3998.0,262.0,6.150234741784038,1.0,0.1626056579391367,1.00006296666793
2228,p-so-8,X-coord,-3.0-3.0,1.0,3608.0,652.0,15.305164319248826,1.0,0.1626056579391367,2.4887063139980548
2324,p-so-9,X-coord,-3.0-3.0,1.0,4260.0,0.0,0.0,1.0,0.1626056579391367,0.0
2420,pcpo-1,X-coord,-3.0-3.0,1.0,4260.0,0.0,0.0,0.0,0.1626056579391367,0.0
2516,pcpo-2,X-coord,-3.0-3.0,1.0,4077.0,183.0,4.295774647887324,0.0,0.1626056579391367,0.6985172629779816
2612,pcpo-3,X-coord,-3.0-3.0,1.0,4176.0,84.0,1.971830985915493,0.0,0.1626056579391367,0.3206308748095653
2708,pnpo-1,X-coord,-3.0-3.0,1.0,3921.0,339.0,7.957746478873239,1.0,0.1626056579391367,1.2939746019100313
2804,pnpo-10,X-coord,-3.0-3.0,1.0,3674.0,586.0,13.755868544600938,1.0,0.1626056579391367,2.2367820552191104
2900,pnpo-11,X-coord,-3.0-3.0,1.0,3653.0,607.0,14.248826291079812,1.0,0.1626056579391367,2.3169397739215016
2996,pnpo-12,X-coord,-3.0-3.0,1.0,3623.0,637.0,14.953051643192488,1.0,0.1626056579391367,2.4314508006392037
3092,pnpo-13,X-coord,-3.0-3.0,1.0,3575.0,685.0,16.079812206572768,1.0,0.1626056579391367,2.6146684433875262
3188,pnpo-2,X-coord,-3.0-3.0,1.0,3456.0,804.0,18.87323943661972,1.0,0.1626056579391367,3.068895516034411
3284,pnpo-3,X-coord,-3.0-3.0,1.0,4006.0,254.0,5.962441314553991,1.0,0.1626056579391367,0.9695266928765428
3380,pnpo-4,X-coord,-3.0-3.0,1.0,3986.0,274.0,6.431924882629108,1.0,0.1626056579391367,1.0458673773550107
3476,pnpo-5,X-coord,-3.0-3.0,1.0,3926.0,334.0,7.84037558685446,1.0,0.1626056579391367,1.2748894307904144
3572,pnpo-6,X-coord,-3.0-3.0,1.0,4223.0,37.0,0.8685446009389671,1.0,0.1626056579391367,0.1412302662851657
3668,pnpo-7,X-coord,-3.0-3.0,1.0,4229.0,31.0,0.7276995305164319,1.0,0.1626056579391367,0.11832806094162529
3764,pnpo-8,X-coord,-3.0-3.0,1.0,3933.0,327.0,7.676056338028169,1.0,0.1626056579391367,1.2481701912229508
3860,pnpo-9,X-coord,-3.0-3.0,1.0,3668.0,592.0,13.896713615023474,1.0,0.1626056579391367,2.259684260562651
21,n-n-1,X-coord,-3.0-3.0,1.25,4198.0,62.0,1.4553990610328638,0.0,0.1809960421547085,0.2634214698026274
117,n-n-2,X-coord,-3.0-3.0,1.25,4260.0,0.0,0.0,0.0,0.1809960421547085,0.0
213,n-n-3,X-coord,-3.0-3.0,1.25,4260.0,0.0,0.0,0.0,0.1809960421547085,0.0
309,n-n-4,X-coord,-3.0-3.0,1.25,4220.0,40.0,0.9389671361502347,0.0,0.1809960421547085,0.1699493353565338
405,n-n-5,X-coord,-3.0-3.0,1.25,4260.0,0.0,0.0,0.0,0.1809960421547085,0.0
501,p-p-1,X-coord,-3.0-3.0,1.25,4260.0,0.0,0.0,0.0,0.1809960421547085,0.0
597,p-p-2,X-coord,-3.0-3.0,1.25,4150.0,110.0,2.5821596244131455,0.0,0.1809960421547085,0.46736067223046796
693,p-p-3,X-coord,-3.0-3.0,1.25,3615.0,645.0,15.140845070422536,0.0,0.1809960421547085,2.7404330326241078
789,p-p-4,X-coord,-3.0-3.0,1.25,4260.0,0.0,0.0,0.0,0.1809960421547085,0.0
885,p-so-1,X-coord,-3.0-3.0,1.25,3974.0,286.0,6.713615023474178,1.0,0.1809960421547085,1.2151377477992165
981,p-so-10,X-coord,-3.0-3.0,1.25,3874.0,386.0,9.061032863849766,1.0,0.1809960421547085,1.6400110861905512
1077,p-so-11,X-coord,-3.0-3.0,1.25,3554.0,706.0,16.572769953051644,1.0,0.1809960421547085,2.9996057690428217
1173,p-so-12,X-coord,-3.0-3.0,1.25,3471.0,789.0,18.52112676056338,1.0,0.1809960421547085,3.3522506399076293
1269,p-so-13,X-coord,-3.0-3.0,1.25,4260.0,0.0,0.0,1.0,0.1809960421547085,0.0
1365,p-so-14,X-coord,-3.0-3.0,1.25,4260.0,0.0,0.0,1.0,0.1809960421547085,0.0
1461,p-so-15,X-coord,-3.0-3.0,1.25,4260.0,0.0,0.0,1.0,0.1809960421547085,0.0
1557,p-so-16,X-coord,-3.0-3.0,1.25,4050.0,210.0,4.929577464788732,1.0,0.1809960421547085,0.8922340106218024
1653,p-so-2,X-coord,-3.0-3.0,1.25,4260.0,0.0,0.0,1.0,0.1809960421547085,0.0
1749,p-so-3,X-coord,-3.0-3.0,1.25,3838.0,422.0,9.906103286384976,1.0,0.1809960421547085,1.7929654880114314
1845,p-so-4,X-coord,-3.0-3.0,1.25,3845.0,415.0,9.741784037558686,1.0,0.1809960421547085,1.7632243543240382
1941,p-so-5,X-coord,-3.0-3.0,1.25,4126.0,134.0,3.1455399061032865,1.0,0.1809960421547085,0.5693302734443882
2037,p-so-6,X-coord,-3.0-3.0,1.25,3922.0,338.0,7.934272300469484,1.0,0.1809960421547085,1.4360718837627107
2133,p-so-7,X-coord,-3.0-3.0,1.25,4098.0,162.0,3.8028169014084505,1.0,0.1809960421547085,0.6882948081939618
2229,p-so-8,X-coord,-3.0-3.0,1.25,3724.0,536.0,12.582159624413146,1.0,0.1809960421547085,2.277321093777553
2325,p-so-9,X-coord,-3.0-3.0,1.25,4260.0,0.0,0.0,1.0,0.1809960421547085,0.0
2421,pcpo-1,X-coord,-3.0-3.0,1.25,4260.0,0.0,0.0,0.0,0.1809960421547085,0.0
2517,pcpo-2,X-coord,-3.0-3.0,1.25,4162.0,98.0,2.300469483568075,0.0,0.1809960421547085,0.41637587162350775
2613,pcpo-3,X-coord,-3.0-3.0,1.25,4251.0,9.0,0.2112676056338028,0.0,0.1809960421547085,0.0382386004552201
2709,pnpo-1,X-coord,-3.0-3.0,1.25,4002.0,258.0,6.056338028169014,1.0,0.1809960421547085,1.0961732130496429
2805,pnpo-10,X-coord,-3.0-3.0,1.25,3704.0,556.0,13.051643192488262,1.0,0.1809960421547085,2.3622957614558198
2901,pnpo-11,X-coord,-3.0-3.0,1.25,3689.0,571.0,13.4037558685446,1.0,0.1809960421547085,2.4260267622145197
2997,pnpo-12,X-coord,-3.0-3.0,1.25,3653.0,607.0,14.248826291079812,1.0,0.1809960421547085,2.5789811640354
3093,pnpo-13,X-coord,-3.0-3.0,1.25,3606.0,654.0,15.352112676056338,1.0,0.1809960421547085,2.7786716330793277
3189,pnpo-2,X-coord,-3.0-3.0,1.25,3510.0,750.0,17.6056338028169,1.0,0.1809960421547085,3.1865500379350085
3285,pnpo-3,X-coord,-3.0-3.0,1.25,4065.0,195.0,4.577464788732394,1.0,0.1809960421547085,0.8285030098631022
3381,pnpo-4,X-coord,-3.0-3.0,1.25,4042.0,218.0,5.117370892018779,1.0,0.1809960421547085,0.9262238776931091
3477,pnpo-5,X-coord,-3.0-3.0,1.25,4008.0,252.0,5.915492957746479,1.0,0.1809960421547085,1.070680812746163
3573,pnpo-6,X-coord,-3.0-3.0,1.25,4260.0,0.0,0.0,1.0,0.1809960421547085,0.0
3669,pnpo-7,X-coord,-3.0-3.0,1.25,4260.0,0.0,0.0,1.0,0.1809960421547085,0.0
3765,pnpo-8,X-coord,-3.0-3.0,1.25,4011.0,249.0,5.845070422535211,1.0,0.1809960421547085,1.057934612594423
3861,pnpo-9,X-coord,-3.0-3.0,1.25,3699.0,561.0,13.169014084507042,1.0,0.1809960421547085,2.3835394283753866
22,n-n-1,X-coord,-3.0-3.0,1.5,4260.0,0.0,0.0,0.0,0.19991908237309355,0.0
118,n-n-2,X-coord,-3.0-3.0,1.5,4260.0,0.0,0.0,0.0,0.19991908237309355,0.0
214,n-n-3,X-coord,-3.0-3.0,1.5,4260.0,0.0,0.0,0.0,0.19991908237309355,0.0
310,n-n-4,X-coord,-3.0-3.0,1.5,4260.0,0.0,0.0,0.0,0.19991908237309355,0.0
406,n-n-5,X-coord,-3.0-3.0,1.5,4260.0,0.0,0.0,0.0,0.19991908237309355,0.0
502,p-p-1,X-coord,-3.0-3.0,1.5,4260.0,0.0,0.0,0.0,0.19991908237309355,0.0
598,p-p-2,X-coord,-3.0-3.0,1.5,4260.0,0.0,0.0,0.0,0.19991908237309355,0.0
694,p-p-3,X-coord,-3.0-3.0,1.5,3944.0,316.0,7.417840375586854,0.0,0.19991908237309355,1.4829678410774074
790,p-p-4,X-coord,-3.0-3.0,1.5,4260.0,0.0,0.0,0.0,0.19991908237309355,0.0
886,p-so-1,X-coord,-3.0-3.0,1.5,4121.0,139.0,3.2629107981220655,1.0,0.19991908237309355,0.6523181326258216
982,p-so-10,X-coord,-3.0-3.0,1.5,3975.0,285.0,6.690140845070423,1.0,0.19991908237309355,1.3374868186932316
1078,p-so-11,X-coord,-3.0-3.0,1.5,3645.0,615.0,14.43661971830986,1.0,0.19991908237309355,2.8861557666538156
1174,p-so-12,X-coord,-3.0-3.0,1.5,3580.0,680.0,15.96244131455399,1.0,0.19991908237309355,3.191196620039991
1270,p-so-13,X-coord,-3.0-3.0,1.5,4260.0,0.0,0.0,1.0,0.19991908237309355,0.0
1366,p-so-14,X-coord,-3.0-3.0,1.5,4260.0,0.0,0.0,1.0,0.19991908237309355,0.0
1462,p-so-15,X-coord,-3.0-3.0,1.5,4260.0,0.0,0.0,1.0,0.19991908237309355,0.0
1558,p-so-16,X-coord,-3.0-3.0,1.5,4106.0,154.0,3.615023474178404,1.0,0.19991908237309355,0.7227121757149392
1654,p-so-2,X-coord,-3.0-3.0,1.5,4260.0,0.0,0.0,1.0,0.19991908237309355,0.0
1750,p-so-3,X-coord,-3.0-3.0,1.5,3924.0,336.0,7.887323943661972,1.0,0.19991908237309355,1.576826565196231
1846,p-so-4,X-coord,-3.0-3.0,1.5,3941.0,319.0,7.488262910798122,1.0,0.19991908237309355,1.497046649695231
1942,p-so-5,X-coord,-3.0-3.0,1.5,4260.0,0.0,0.0,1.0,0.19991908237309355,0.0
2038,p-so-6,X-coord,-3.0-3.0,1.5,4057.0,203.0,4.765258215962441,1.0,0.19991908237309355,0.9526660498060561
2134,p-so-7,X-coord,-3.0-3.0,1.5,4255.0,5.0,0.11737089201877934,1.0,0.19991908237309355,0.023464681029705815
2230,p-so-8,X-coord,-3.0-3.0,1.5,3869.0,391.0,9.178403755868544,1.0,0.19991908237309355,1.8349380565229947
2326,p-so-9,X-coord,-3.0-3.0,1.5,4260.0,0.0,0.0,1.0,0.19991908237309355,0.0
2422,pcpo-1,X-coord,-3.0-3.0,1.5,4260.0,0.0,0.0,0.0,0.19991908237309355,0.0
2518,pcpo-2,X-coord,-3.0-3.0,1.5,4260.0,0.0,0.0,0.0,0.19991908237309355,0.0
2614,pcpo-3,X-coord,-3.0-3.0,1.5,4260.0,0.0,0.0,0.0,0.19991908237309355,0.0
2710,pnpo-1,X-coord,-3.0-3.0,1.5,4087.0,173.0,4.061032863849765,1.0,0.19991908237309355,0.8118779636278212
2806,pnpo-10,X-coord,-3.0-3.0,1.5,3772.0,488.0,11.455399061032864,1.0,0.19991908237309355,2.2901528684992876
2902,pnpo-11,X-coord,-3.0-3.0,1.5,3752.0,508.0,11.924882629107982,1.0,0.19991908237309355,2.384011592618111
2998,pnpo-12,X-coord,-3.0-3.0,1.5,3722.0,538.0,12.629107981220658,1.0,0.19991908237309355,2.524799678796346
3094,pnpo-13,X-coord,-3.0-3.0,1.5,3676.0,584.0,13.708920187793428,1.0,0.19991908237309355,2.7406747442696395
3190,pnpo-2,X-coord,-3.0-3.0,1.5,3614.0,646.0,15.164319248826292,1.0,0.19991908237309355,3.0316367890379916
3286,pnpo-3,X-coord,-3.0-3.0,1.5,4167.0,93.0,2.183098591549296,1.0,0.19991908237309355,0.43644306715252823
3382,pnpo-4,X-coord,-3.0-3.0,1.5,4149.0,111.0,2.6056338028169015,1.0,0.19991908237309355,0.5209159188594691
3478,pnpo-5,X-coord,-3.0-3.0,1.5,4089.0,171.0,4.014084507042254,1.0,0.19991908237309355,0.802492091215939
3574,pnpo-6,X-coord,-3.0-3.0,1.5,4260.0,0.0,0.0,1.0,0.19991908237309355,0.0
3670,pnpo-7,X-coord,-3.0-3.0,1.5,4260.0,0.0,0.0,1.0,0.19991908237309355,0.0
3766,pnpo-8,X-coord,-3.0-3.0,1.5,4091.0,169.0,3.967136150234742,1.0,0.19991908237309355,0.7931062188040566
3862,pnpo-9,X-coord,-3.0-3.0,1.5,3763.0,497.0,11.666666666666666,1.0,0.19991908237309355,2.332389294352758
23,n-n-1,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,0.0,0.17445921638719342,0.0
119,n-n-2,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,0.0,0.17445921638719342,0.0
215,n-n-3,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,0.0,0.17445921638719342,0.0
311,n-n-4,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,0.0,0.17445921638719342,0.0
407,n-n-5,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,0.0,0.17445921638719342,0.0
503,p-p-1,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,0.0,0.17445921638719342,0.0
599,p-p-2,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,0.0,0.17445921638719342,0.0
695,p-p-3,X-coord,-3.0-3.0,1.75,4057.0,203.0,4.765258215962441,0.0,0.17445921638719342,0.8313432142394428
791,p-p-4,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,0.0,0.17445921638719342,0.0
887,p-so-1,X-coord,-3.0-3.0,1.75,4215.0,45.0,1.056338028169014,1.0,0.17445921638719342,0.18428790463435923
983,p-so-10,X-coord,-3.0-3.0,1.75,4059.0,201.0,4.71830985915493,1.0,0.17445921638719342,0.823152640700138
1079,p-so-11,X-coord,-3.0-3.0,1.75,3730.0,530.0,12.44131455399061,1.0,0.17445921638719342,2.1705019879157867
1175,p-so-12,X-coord,-3.0-3.0,1.75,3671.0,589.0,13.826291079812206,1.0,0.17445921638719342,2.4121239073252796
1271,p-so-13,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,1.0,0.17445921638719342,0.0
1367,p-so-14,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,1.0,0.17445921638719342,0.0
1463,p-so-15,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,1.0,0.17445921638719342,0.0
1559,p-so-16,X-coord,-3.0-3.0,1.75,4150.0,110.0,2.5821596244131455,1.0,0.17445921638719342,0.45048154466176704
1655,p-so-2,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,1.0,0.17445921638719342,0.0
1751,p-so-3,X-coord,-3.0-3.0,1.75,3998.0,262.0,6.150234741784038,1.0,0.17445921638719342,1.072965133648936
1847,p-so-4,X-coord,-3.0-3.0,1.75,4003.0,257.0,6.032863849765258,1.0,0.17445921638719342,1.052488699800674
1943,p-so-5,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,1.0,0.17445921638719342,0.0
2039,p-so-6,X-coord,-3.0-3.0,1.75,4149.0,111.0,2.6056338028169015,1.0,0.17445921638719342,0.45457683143141947
2135,p-so-7,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,1.0,0.17445921638719342,0.0
2231,p-so-8,X-coord,-3.0-3.0,1.75,3969.0,291.0,6.830985915492958,1.0,0.17445921638719342,1.1917284499688565
2327,p-so-9,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,1.0,0.17445921638719342,0.0
2423,pcpo-1,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,0.0,0.17445921638719342,0.0
2519,pcpo-2,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,0.0,0.17445921638719342,0.0
2615,pcpo-3,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,0.0,0.17445921638719342,0.0
2711,pnpo-1,X-coord,-3.0-3.0,1.75,4150.0,110.0,2.5821596244131455,1.0,0.17445921638719342,0.45048154466176704
2807,pnpo-10,X-coord,-3.0-3.0,1.75,3830.0,430.0,10.093896713615024,1.0,0.17445921638719342,1.7609733109505439
2903,pnpo-11,X-coord,-3.0-3.0,1.75,3811.0,449.0,10.539906103286384,1.0,0.17445921638719342,1.8387837595739398
2999,pnpo-12,X-coord,-3.0-3.0,1.75,3784.0,476.0,11.173708920187794,1.0,0.17445921638719342,1.9493565023545556
3095,pnpo-13,X-coord,-3.0-3.0,1.75,3739.0,521.0,12.230046948356808,1.0,0.17445921638719342,2.133644406988915
3191,pnpo-2,X-coord,-3.0-3.0,1.75,3701.0,559.0,13.12206572769953,1.0,0.17445921638719342,2.289265304235707
3287,pnpo-3,X-coord,-3.0-3.0,1.75,4234.0,26.0,0.6103286384976526,1.0,0.17445921638719342,0.10647745601096313
3383,pnpo-4,X-coord,-3.0-3.0,1.75,4225.0,35.0,0.8215962441314554,1.0,0.17445921638719342,0.14333503693783498
3479,pnpo-5,X-coord,-3.0-3.0,1.75,4148.0,112.0,2.6291079812206575,1.0,0.17445921638719342,0.45867211820107195
3575,pnpo-6,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,1.0,0.17445921638719342,0.0
3671,pnpo-7,X-coord,-3.0-3.0,1.75,4260.0,0.0,0.0,1.0,0.17445921638719342,0.0
3767,pnpo-8,X-coord,-3.0-3.0,1.75,4155.0,105.0,2.464788732394366,1.0,0.17445921638719342,0.43000511081350484
3863,pnpo-9,X-coord,-3.0-3.0,1.75,3824.0,436.0,10.234741784037558,1.0,0.17445921638719342,1.7855450315684582
48,n-n-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2413.0,1208.0,33.36095001380834,0.0,0.006328452441559489,0.21112318556762946
144,n-n-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2587.0,1034.0,28.555647611157138,0.0,0.006328452441559489,0.18071305784513977
240,n-n-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2589.0,1032.0,28.500414250207125,0.0,0.006328452441559489,0.18036351614718013
336,n-n-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2111.0,1510.0,41.70118751726042,0.0,0.006328452441559489,0.2639039819595368
432,n-n-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2922.0,699.0,19.304059652029824,0.0,0.006328452441559489,0.12216482343689816
528,p-p-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,1845.0,1776.0,49.047224523612265,0.0,0.006328452441559489,0.31039302778817046
624,p-p-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,1961.0,1660.0,45.84368958851146,0.0,0.006328452441559489,0.29011960930651065
720,p-p-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,1945.0,1676.0,46.28555647611157,0.0,0.006328452441559489,0.2929159428901879
816,p-p-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2239.0,1382.0,38.16625241645954,0.0,0.006328452441559489,0.24153331329011912
912,p-so-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2224.0,1397.0,38.58050262358464,1.0,0.006328452441559489,0.2441548760248165
1008,p-so-10,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2323.0,1298.0,35.846451256558964,1.0,0.006328452441559489,0.22685256197581377
1104,p-so-11,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2251.0,1370.0,37.83485225075946,1.0,0.006328452441559489,0.23943606310236124
1200,p-so-12,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2223.0,1398.0,38.60811930405965,1.0,0.006328452441559489,0.24432964687379632
1296,p-so-13,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2320.0,1301.0,35.92930129798398,1.0,0.006328452441559489,0.22737687452275324
1392,p-so-14,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2292.0,1329.0,36.70256835128418,1.0,0.006328452441559489,0.23227045829418838
1488,p-so-15,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2307.0,1314.0,36.28831814415907,1.0,0.006328452441559489,0.22964889555949097
1584,p-so-16,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2146.0,1475.0,40.73460370063518,1.0,0.006328452441559489,0.2577870022452429
1680,p-so-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2707.0,914.0,25.24164595415631,1.0,0.006328452441559489,0.1597405559675607
1776,p-so-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2132.0,1489.0,41.12123722728528,1.0,0.006328452441559489,0.2602337941309604
1872,p-so-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2135.0,1486.0,41.03838718586026,1.0,0.006328452441559489,0.25970948158402096
1968,p-so-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2148.0,1473.0,40.67937033968517,1.0,0.006328452441559489,0.2574374605472833
2064,p-so-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2465.0,1156.0,31.92488262910798,1.0,0.006328452441559489,0.20203510142067851
2160,p-so-7,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2239.0,1382.0,38.16625241645954,1.0,0.006328452441559489,0.24153331329011912
2256,p-so-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2221.0,1400.0,38.66335266500967,1.0,0.006328452441559489,0.244679188571756
2352,p-so-9,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2421.0,1200.0,33.140016570008285,1.0,0.006328452441559489,0.20972501877579083
2448,pcpo-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2778.0,843.0,23.28086164043082,0.0,0.006328452441559489,0.14733182568999306
2544,pcpo-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.0,2508.0,1113.0,30.737365368682685,0.0,0.006328452441559489,0.19451995491454602
